Religion,,A006,F001,F004,F005,F007,F009,F010,F050,F052,F062,F063,B009,E217,E218,E219,I001,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A043B,A044,A045,A165,A168,A168A,F022,A170,A173,E040,E041,F051,F053,F054,F064,F198,A025,A026,A046,A047,A048,A049,D018,D019,D022,D023,D024,D059,D060,D061,D081,E290,F114A,F114B,F114C,F114D,F114E,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F128,F135A,F028,F028B,F029,F031,F032,F033,F065,F066,F067,F194,E220,E222,F202,A065,A098,E069_51,F102,F103,F104,F105,B017,F003,F051.1,F053.1,F054.1,F057,F060,A124_12,F203,F204,F205,G007_35_B,F025,F025_WVS,Religion
Church of Sweden,360574,4,4,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,2,0,2,8,10,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,2,0,3,4,0,0,0,1,0,0,0,0,0,2,1,10,0,10,10,10,10,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,358926,4,3,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,2,3,1,0,0,3,10,8,8,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,1,2,4,0,0,0,6,0,0,0,0,10,6,8,7,2,10,9,10,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360573,2,3,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,2,0,2,7,9,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,4,4,0,0,0,2,0,0,0,0,0,2,1,9,0,10,9,5,5,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,358723,3,2,0,0,0,0,0,0,1,0,5,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,2,1,2,0,0,3,10,7,1,8,0,0,0,1,0,1,1,0,0,0,0,1,1,0,2,3,0,0,0,0,0,3,0,0,0,0,1,2,1,6,6,10,10,7,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360976,1,2,0,0,0,0,0,0,0,0,10,0,8,7,9,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,5,0,7,8,7,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,4,3,0,0,0,3,0,0,0,0,2,1,1,5,3,4,5,5,3,0,0,0,3,0,0,0,0,0,1,0,0,0,5,2,0,0,2,0,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,360572,2,3,0,0,0,0,0,1,0,0,5,2,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,2,0,2,7,8,0,0,1,0,1,1,0,2,1,0,0,0,0,1,0,0,1,0,3,4,0,0,0,1,0,0,0,0,0,3,1,8,0,9,9,5,6,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,4,2,0,0,1,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,361576,3,1,0,0,0,0,0,0,0,0,5,0,7,7,8,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,8,0,7,8,5,5,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,3,0,0,0,0,1,3,1,10,1,8,9,9,6,0,0,0,8,0,0,0,0,0,1,0,0,0,6,1,0,0,1,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,358730,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,3,1,0,0,1,7,8,2,5,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2,2,2,4,0,0,0,1,0,0,0,0,1,6,1,6,3,10,6,9,6,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,359871,3,2,0,0,0,0,0,1,0,0,9,2,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,2,0,2,9,10,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,4,4,0,0,0,3,0,0,0,0,0,3,2,10,0,10,10,6,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,359186,2,1,0,0,0,0,0,1,1,0,7,2,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,3,1,1,0,0,3,8,5,8,6,1,0,0,1,0,2,1,0,0,0,0,0,0,0,2,3,4,4,0,0,0,1,0,0,0,0,1,5,1,10,6,6,6,1,10,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,361614,1,1,0,0,0,0,0,0,0,0,3,0,8,6,2,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,2,0,1,0,6,8,7,10,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,3,4,0,0,0,7,0,0,0,0,8,10,6,10,10,9,10,10,10,0,0,0,7,0,0,0,0,0,1,0,0,0,6,0,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,359847,4,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,3,8,7,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,3,2,10,0,10,10,7,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360632,2,1,0,0,0,0,0,0,0,0,5,0,3,8,9,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,10,0,8,8,3,8,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,3,3,0,0,0,1,0,0,0,0,1,1,3,5,5,5,5,5,5,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,360113,3,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,2,0,2,7,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,1,1,10,0,6,8,6,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360782,3,1,0,0,0,0,0,0,0,0,1,0,7,5,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,3,0,8,5,8,5,0,0,0,0,9,0,0,0,0,0,0,1,0,1,1,0,4,3,0,0,0,3,0,0,0,0,7,1,1,8,8,10,10,10,10,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,1,2,20222080,Church of Sweden
Church of Sweden,360513,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,2,5,8,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,1,0,0,4,4,0,0,0,4,0,0,0,0,0,4,6,7,0,5,5,8,8,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,4,3,0,0,1,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360344,2,1,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,2,2,0,2,8,8,0,0,1,0,0,1,0,2,1,0,0,0,0,1,0,0,1,0,4,4,0,0,0,2,0,0,0,0,0,1,1,8,0,9,10,5,3,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360649,3,1,0,0,0,0,0,0,0,0,1,0,4,8,10,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,2,0,9,0,8,9,1,3,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,3,3,0,0,0,1,0,0,0,0,10,2,5,10,1,10,10,10,4,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,361361,3,4,0,0,0,0,0,0,0,0,1,0,6,8,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,5,0,7,10,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,4,3,0,0,0,4,0,0,0,0,1,1,1,10,1,10,10,10,6,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,360612,2,3,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2,2,0,0,8,8,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,2,0,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,10,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,3,1,0,0,1,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,359618,3,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,2,0,2,7,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,1,1,10,0,10,10,5,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,359439,3,3,0,0,0,0,0,1,1,0,8,2,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,3,1,1,0,0,3,5,9,7,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,2,3,4,4,0,0,0,1,0,0,0,0,1,1,1,10,1,5,10,8,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,358688,2,2,0,0,0,0,0,0,1,0,9,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,1,2,0,0,2,7,8,3,7,1,0,1,1,0,2,1,0,0,0,0,1,0,0,2,3,3,4,0,0,0,3,0,0,0,0,3,3,3,10,3,6,8,6,1,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,359189,4,3,0,0,0,0,0,1,0,0,2,2,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,3,2,1,0,0,3,6,7,4,5,0,1,1,0,0,1,2,0,0,0,0,1,0,1,1,3,4,4,0,0,0,3,0,0,0,0,7,8,2,10,6,8,9,7,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360578,2,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,0,3,5,5,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,4,4,0,0,0,1,0,0,0,0,0,1,4,10,0,7,6,5,10,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360441,4,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,2,9,8,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,1,3,9,0,10,8,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,359705,2,3,0,0,0,0,0,1,0,0,8,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,2,0,2,8,9,0,0,1,0,0,1,0,1,3,0,0,0,0,1,0,0,2,0,3,3,0,0,0,1,0,0,0,0,0,1,1,3,0,5,8,8,3,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,359168,3,2,0,0,0,0,0,0,1,0,5,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,3,1,0,0,1,7,7,4,5,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,3,4,4,0,0,0,3,0,0,0,0,1,2,3,4,3,6,6,9,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,361629,4,2,0,0,0,0,0,0,0,0,6,0,6,8,9,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,8,0,7,9,5,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,0,0,0,3,5,8,10,3,10,10,7,8,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,20222080,Church of Sweden
Church of Sweden,359195,3,1,0,0,0,0,0,1,1,0,6,2,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,2,3,2,0,0,3,8,8,2,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,3,4,4,0,0,0,0,0,0,0,0,9,1,1,4,1,5,5,9,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360693,3,2,0,0,0,0,0,0,0,0,4,0,8,7,6,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,5,0,8,7,3,8,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,3,2,1,8,8,8,8,8,8,0,0,0,8,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,4,2,4,1,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,359980,1,2,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,2,0,2,9,7,0,0,1,0,1,1,0,1,2,0,0,0,0,1,0,0,1,0,3,4,0,0,0,2,0,0,0,0,0,4,5,5,0,10,6,4,1,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360270,3,1,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,2,2,0,1,10,10,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,3,3,10,0,8,8,5,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,3,0,0,1,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,361621,3,1,0,0,0,0,0,0,0,0,8,0,7,7,9,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,8,0,4,7,8,8,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,4,4,0,0,0,3,0,0,0,0,5,3,1,10,1,10,10,10,10,0,0,0,6,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,359951,3,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2,8,8,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,2,3,0,0,0,1,0,0,0,0,0,1,1,8,0,5,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360696,4,3,0,0,0,0,0,0,0,0,1,0,9,9,3,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,8,0,9,9,3,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,2,0,0,0,0,6,6,7,10,2,9,9,8,4,0,0,0,7,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,361235,4,4,0,0,0,0,0,0,0,0,3,0,9,10,6,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,9,0,7,6,7,3,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,5,0,0,0,0,7,2,5,8,1,10,9,8,2,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,3,2,20222080,Church of Sweden
Church of Sweden,360901,3,3,0,0,0,0,0,0,0,0,5,0,8,8,10,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,8,0,8,10,2,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,1,0,0,0,0,2,5,3,10,3,10,8,8,2,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,1,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,360189,3,1,0,0,0,0,0,1,0,0,7,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,2,0,2,10,7,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,4,4,0,0,0,1,0,0,0,0,0,1,1,8,0,8,8,8,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,2,4,2,0,0,0,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,358969,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,2,1,1,0,0,0,8,7,3,5,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,4,2,0,0,0,4,0,0,0,0,4,3,1,6,6,6,6,6,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,361257,4,3,0,0,0,0,0,0,0,0,1,0,10,10,3,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,8,0,7,10,8,10,0,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,3,4,0,0,0,10,0,0,0,0,6,5,2,10,3,7,8,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,1,5,1,0,0,0,0,0,0,0,0,0,0,0,1,2,20222080,Church of Sweden
Church of Sweden,359082,4,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,2,2,0,0,3,7,7,6,5,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,2,4,0,0,0,3,0,0,0,0,3,3,3,1,1,3,9,9,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,361574,3,2,0,0,0,0,0,0,0,0,6,0,4,5,5,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,7,0,10,7,3,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,1,0,0,0,0,3,2,1,10,1,8,10,9,5,0,0,0,7,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,360861,1,1,0,0,0,0,0,0,0,0,5,0,10,10,9,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,10,0,10,10,1,10,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,1,1,4,1,10,10,5,1,0,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,4,1,2,2,0,0,0,0,0,0,0,0,0,0,0,4,2,20222080,Church of Sweden
Church of Sweden,360955,3,2,0,0,0,0,0,0,0,0,4,0,4,7,7,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,2,0,7,0,8,7,5,7,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,3,0,0,0,0,1,1,4,5,5,9,9,7,5,0,0,0,6,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,360318,4,3,0,0,0,0,0,1,0,0,9,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,2,0,1,10,10,0,0,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,2,1,9,0,7,7,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,1,0,0,1,1,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360404,3,3,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,2,7,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,7,4,0,6,8,2,1,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,4,5,2,0,0,0,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,358967,3,1,0,0,0,0,0,1,1,0,4,2,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,3,2,2,0,0,3,8,6,4,7,0,0,1,1,0,2,1,0,0,0,0,1,0,0,0,3,4,4,0,0,0,1,0,0,0,0,1,3,3,0,6,4,8,5,3,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,358872,2,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,2,1,0,0,3,9,8,5,7,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,3,3,4,0,0,0,1,0,0,0,0,1,1,1,8,1,9,9,10,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,359475,3,3,0,0,0,0,0,1,1,0,3,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,3,1,0,0,3,8,7,3,7,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,3,4,2,0,0,0,2,0,0,0,0,6,1,1,10,1,2,1,3,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,359558,4,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,3,2,2,0,0,3,9,7,3,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,3,4,0,0,0,1,0,0,0,0,1,1,1,5,1,8,8,10,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,361384,2,2,0,0,0,0,0,0,0,0,4,0,10,9,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,2,0,7,9,5,5,0,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,2,0,0,0,0,1,1,1,5,0,6,9,9,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,3,2,20222080,Church of Sweden
Church of Sweden,360268,3,3,0,0,0,0,0,1,0,0,4,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,2,0,2,8,7,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,4,4,0,0,0,2,0,0,0,0,0,1,1,10,0,7,7,5,3,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,360549,2,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,2,0,2,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,4,0,0,0,1,0,0,0,0,0,5,1,10,0,10,10,10,10,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,2,20222080,Church of Sweden
Church of Sweden,361072,2,2,0,0,0,0,0,0,0,0,4,0,6,9,7,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,8,0,6,8,5,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,1,0,0,0,0,1,1,1,2,1,10,8,5,1,0,0,0,7,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,3,2,4,2,0,0,0,0,0,0,0,0,0,0,0,2,2,20222080,Church of Sweden
Church of Sweden,360035,4,2,0,0,0,0,0,1,0,0,10,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,2,0,2,8,8,0,0,1,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0,3,4,0,0,0,1,0,0,0,0,0,6,3,10,0,1,5,5,5,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,3,3,3,0,0,1,0,1,0,0,0,0,0,0,0,2,20222080,Church of Sweden
