Religion,,A006,F001,F004,F005,F007,F009,F010,F050,F052,F062,F063,B009,E217,E218,E219,I001,A027,A029,A030,A032,A034,A035,A038,A039,A040,A041,A042,A043B,A044,A045,A165,A168,A168A,F022,A170,A173,E040,E041,F051,F053,F054,F064,F198,A025,A026,A046,A047,A048,A049,D018,D019,D022,D023,D024,D059,D060,D061,D081,E290,F114A,F114B,F114C,F114D,F114E,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F128,F135A,F028,F028B,F029,F031,F032,F033,F065,F066,F067,F194,E220,E222,F202,A065,A098,E069_51,F102,F103,F104,F105,B017,F003,F051.1,F053.1,F054.1,F057,F060,A124_12,F203,F204,F205,G007_35_B,F025,F025_WVS,Religion
Confucianists,224471,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,3,1,2,0,0,0,0,0,3,8,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,2,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,6,7,10,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,90102000,Confucianists
Confucianists,271040,2,2,0,0,0,0,0,1,0,0,5,0,10,10,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,3,0,5,9,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,1,5,1,0,1,1,1,5,1,1,5,0,1,0,0,5,4,4,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,1,4,9,90102000,Confucianists
Confucianists,168652,1,0,0,0,0,0,0,1,0,0,10,0,10,10,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,9,8,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,2,1,1,1,7,1,1,1,1,1,8,1,1,6,5,1,0,0,1,2,3,0,0,0,0,0,0,0,0,6,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,2,9,90102000,Confucianists
Confucianists,270807,1,1,0,0,0,0,0,1,0,0,8,0,9,9,0,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,2,0,7,0,6,5,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,2,2,3,1,0,2,2,2,4,4,4,4,0,4,0,0,4,1,3,0,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,2,9,90102000,Confucianists
Confucianists,228796,3,3,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,1,0,1,1,0,0,0,1,1,0,0,2,0,5,0,3,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,3,0,3,2,0,2,1,1,3,0,2,2,0,4,0,0,4,7,7,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,90102000,Confucianists
Confucianists,271026,1,1,0,0,0,0,0,1,0,0,10,0,10,9,0,4,0,0,0,0,0,0,0,1,1,1,1,1,0,0,2,0,6,0,7,6,4,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,3,1,3,4,0,4,1,1,1,1,4,3,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,2,9,90102000,Confucianists
Confucianists,270781,1,2,0,0,0,0,0,1,0,0,7,0,4,4,0,3,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,0,1,0,7,7,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,5,4,5,0,4,3,5,3,3,4,2,0,3,0,0,4,8,1,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,9,90102000,Confucianists
Confucianists,270852,1,2,0,0,0,0,0,1,0,0,10,0,8,7,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,5,0,7,7,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,2,2,2,2,0,3,1,1,1,1,1,2,0,1,0,0,3,3,2,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,2,3,9,90102000,Confucianists
Confucianists,224852,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,3,1,0,0,0,0,0,1,3,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,8,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,90102000,Confucianists
Confucianists,270778,1,2,0,0,0,0,0,1,0,0,3,0,7,7,0,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,6,0,8,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,4,1,2,1,0,4,5,1,7,7,2,6,0,4,0,0,3,7,3,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,9,90102000,Confucianists
Confucianists,270918,1,2,0,0,0,0,0,1,0,0,9,0,6,7,0,5,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,3,0,4,4,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,10,8,1,1,0,10,9,7,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,3,3,9,90102000,Confucianists
Confucianists,271488,2,2,0,0,0,0,0,1,0,0,5,0,8,7,0,4,0,1,1,0,1,0,0,0,0,1,1,0,0,0,2,0,3,0,6,5,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,5,5,5,5,0,5,5,5,5,5,5,5,0,5,0,0,5,2,2,0,0,0,0,0,0,0,0,5,1,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,2,1,9,90102000,Confucianists
Confucianists,168839,1,0,0,0,0,0,0,1,0,0,10,0,4,2,0,3,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,9,10,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,2,5,1,1,1,1,3,1,1,1,1,1,5,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,3,9,90102000,Confucianists
Confucianists,270835,2,2,0,0,0,0,0,1,0,0,4,0,6,6,0,3,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,5,0,6,5,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,1,1,5,2,0,1,1,1,1,6,6,5,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,4,9,90102000,Confucianists
Confucianists,270850,1,2,0,0,0,0,0,1,0,0,10,0,10,10,0,7,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,6,0,10,10,7,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,6,6,1,1,0,6,6,6,1,1,1,1,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,2,4,9,90102000,Confucianists
Confucianists,224977,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,3,2,0,0,0,0,0,7,4,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,2,2,0,0,0,0,0,0,0,0,2,3,5,5,4,6,5,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,90102000,Confucianists
Confucianists,271111,1,2,0,0,0,0,0,1,0,0,10,0,8,10,0,9,0,1,1,1,0,1,0,0,0,1,0,0,0,0,2,0,9,0,8,8,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,1,1,1,1,0,1,1,1,1,5,5,5,0,5,0,0,5,1,1,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,3,9,90102000,Confucianists
Confucianists,225243,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,3,2,0,0,0,0,0,2,9,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,2,3,0,0,0,0,0,0,0,0,1,2,1,1,1,5,4,8,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,90102000,Confucianists
Confucianists,270783,1,2,0,0,0,0,0,1,0,0,7,0,4,4,0,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,2,0,1,0,6,7,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,5,4,5,0,4,3,1,3,3,4,2,0,4,0,0,4,8,1,0,0,0,0,0,0,0,0,5,3,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,3,3,9,90102000,Confucianists
Confucianists,224706,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,2,3,1,0,0,0,0,0,1,10,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,3,1,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,90102000,Confucianists
Confucianists,271373,1,1,0,0,0,0,0,1,0,0,9,0,8,9,0,7,0,0,0,1,0,0,1,0,1,1,0,1,0,0,2,0,8,0,8,8,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,7,7,7,8,0,6,8,8,8,8,8,9,0,8,0,0,9,3,2,0,0,0,0,0,0,0,0,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,2,2,9,90102000,Confucianists
Confucianists,167078,1,0,0,0,0,0,0,1,0,0,10,0,8,8,0,4,1,1,0,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,4,6,4,4,4,4,4,5,5,4,4,4,4,0,0,4,4,3,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,9,90102000,Confucianists
Confucianists,224908,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,3,2,0,0,0,0,0,7,4,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,2,2,3,0,0,0,0,0,0,0,0,5,1,1,1,1,0,4,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,90102000,Confucianists
Confucianists,270765,2,1,0,0,0,0,0,1,0,0,7,0,10,10,0,10,0,1,0,0,1,1,1,0,0,0,1,0,0,0,2,0,6,0,8,6,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,1,2,2,3,0,3,3,3,1,1,2,1,0,4,0,0,1,4,3,0,0,0,0,0,0,0,0,10,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,4,9,90102000,Confucianists
Confucianists,224462,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,3,1,2,0,0,0,0,0,4,8,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,2,3,3,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,4,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,90102000,Confucianists
Confucianists,271085,1,2,0,0,0,0,0,1,0,0,5,0,10,10,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,5,8,2,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,1,6,1,0,1,1,1,1,1,1,6,0,1,0,0,6,3,5,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,4,9,90102000,Confucianists
Confucianists,168838,1,0,0,0,0,0,0,1,0,0,10,0,6,8,0,6,1,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,7,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,9,90102000,Confucianists
Confucianists,228857,2,2,0,0,0,0,0,0,0,0,1,0,10,10,0,4,0,1,1,1,0,0,1,0,0,0,0,1,0,0,2,0,7,0,7,5,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,6,7,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,9,90102000,Confucianists
Confucianists,271358,3,2,0,0,0,0,0,1,0,0,8,0,9,9,0,3,0,1,1,1,0,0,0,0,1,0,1,0,0,0,2,0,5,0,7,7,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,1,1,3,1,0,1,1,1,6,7,8,9,0,1,0,0,6,2,3,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,2,9,90102000,Confucianists
Confucianists,270921,1,1,0,0,0,0,0,1,0,0,10,0,10,10,0,5,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,0,6,0,5,7,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,1,2,2,0,2,1,1,1,1,2,3,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,2,3,9,90102000,Confucianists
Cypriot Orthodox Church,95393,1,0,0,0,0,0,0,1,0,0,10,0,5,6,0,6,1,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,4,5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95450,3,0,0,0,0,0,0,1,0,0,4,0,8,8,0,6,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,1,1,1,1,1,0,0,6,0,0,5,4,1,0,0,8,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95148,1,0,0,0,0,0,0,1,0,0,10,0,10,10,0,9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7,7,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,1,10,1,1,1,1,1,1,1,1,1,1,6,1,1,0,0,10,4,4,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,4,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95422,1,0,0,0,0,0,0,1,0,0,10,0,5,5,0,5,0,0,1,1,0,1,1,0,1,0,0,0,0,0,2,0,0,0,8,5,8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,5,2,1,1,1,1,1,1,1,2,2,3,4,5,2,2,0,0,5,2,1,0,0,0,0,0,0,0,0,8,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95270,3,0,0,0,0,0,0,1,0,0,6,0,8,4,0,8,0,1,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,1,5,8,1,1,1,10,10,1,5,1,1,5,1,1,0,0,6,8,7,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95114,2,0,0,0,0,0,0,1,0,0,7,0,6,5,0,5,1,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,7,7,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,1,1,1,1,1,1,1,1,1,6,1,1,5,1,1,0,0,7,4,4,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95354,1,0,0,0,0,0,0,1,0,0,10,0,10,3,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,2,0,0,0,9,6,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0,0,5,3,3,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95396,3,0,0,0,0,0,0,0,0,0,6,0,7,10,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,8,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,1,1,1,1,1,1,1,1,1,0,1,1,8,3,1,0,0,10,7,7,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95455,2,0,0,0,0,0,0,1,0,0,7,0,7,7,0,3,1,0,1,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,6,8,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,1,1,1,3,1,1,1,1,1,5,5,5,4,3,3,0,0,6,3,2,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,2,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95198,3,0,0,0,0,0,0,1,0,0,1,0,10,9,0,8,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,8,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,1,1,1,1,1,1,1,1,1,10,1,5,5,1,1,0,0,10,3,2,0,0,0,0,0,0,0,0,10,0,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,94969,3,0,0,0,0,0,0,1,0,0,5,0,5,6,0,5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,7,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,6,5,4,8,6,6,5,5,7,0,5,6,7,8,6,0,0,7,1,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95142,2,0,0,0,0,0,0,1,0,0,9,0,9,2,0,4,0,1,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,1,1,1,2,1,1,1,1,1,8,1,9,9,5,1,0,0,10,4,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95454,3,0,0,0,0,0,0,0,0,0,2,0,9,9,0,5,1,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0,0,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,2,1,1,1,1,1,1,1,1,2,2,0,0,2,2,0,0,9,8,8,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95296,1,0,0,0,0,0,0,1,0,0,10,0,10,10,0,5,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,8,10,5,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,1,5,1,1,1,1,1,1,3,2,2,2,4,1,2,0,0,8,2,1,0,0,0,0,0,0,0,0,6,0,2,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,0,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95180,1,0,0,0,0,0,0,1,0,0,10,0,9,9,0,3,1,0,1,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,7,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,2,2,1,1,1,2,1,1,4,1,9,9,1,1,0,0,8,3,1,0,0,0,0,0,0,0,0,8,0,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,3,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95403,2,0,0,0,0,0,0,1,0,0,7,0,10,9,0,3,1,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,1,1,1,1,2,1,1,1,1,5,5,2,2,0,0,7,4,4,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95047,3,0,0,0,0,0,0,0,0,0,5,0,9,9,0,6,1,0,0,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,2,1,1,2,2,2,2,1,1,2,2,5,5,2,2,0,0,8,3,3,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,94991,1,0,0,0,0,0,0,1,0,0,9,0,8,4,0,3,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,9,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,6,1,3,3,0,1,1,1,1,1,1,5,1,1,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95209,1,0,0,0,0,0,0,1,0,0,10,0,9,9,0,5,1,0,1,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,8,7,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,1,1,1,1,2,1,1,1,5,5,1,6,1,1,0,0,6,2,1,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0,2,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95054,2,0,0,0,0,0,0,1,0,0,9,0,5,4,0,4,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,5,5,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,3,2,2,2,2,2,2,2,2,1,6,6,2,1,0,0,7,2,2,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95218,2,0,0,0,0,0,0,1,0,0,10,0,8,3,0,8,1,0,1,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,5,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,0,0,1,3,2,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95453,4,0,0,0,0,0,0,0,0,0,3,0,5,5,0,5,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,7,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,1,1,1,2,2,2,1,3,3,5,5,5,5,1,1,0,0,7,4,4,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95254,1,0,0,0,0,0,0,1,0,0,10,0,10,10,0,10,1,0,1,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,9,10,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,0,0,10,4,3,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,95439,1,0,0,0,0,0,0,1,0,0,8,0,9,8,0,9,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,6,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,1,1,1,1,1,1,1,5,1,2,1,5,5,1,1,0,0,9,4,4,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,30111000,Cypriot Orthodox Church
Cypriot Orthodox Church,94995,1,0,0,0,0,0,0,1,0,0,10,0,7,7,0,6,1,0,1,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,7,5,10,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,7,0,1,1,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,3,30111000,Cypriot Orthodox Church
