,Adventist movement (Sunday observing),African traditional religions Ethnic,Ahl-i Hadith,Anglican,Armenian Apostolic Church,Baptist,Brotherhood of the Cross and Star,Buddhist,Byzantine Rite,Catholic,Chinese traditional religion,Church of Sweden,Confucianists,Cypriot Orthodox Church,Druze,Dutch Reformed Church,Eastern Orthodox,Ethiopian Orthodox Tewahedo Church,Ethnic religions excluding some in separate,Evangelical,Evangelical Church of the Augsburg Confession in,Evangelical Lutheran Church of Brazil,Evangelicalism,Free Church,Greek Byzantine Catholic Church,Hindu,Hoahaoism,Iglesia ni Cristo (Church of Christ),Islam,Jainism,Jehovah's Witnesses,Judaism,Maronite Church,Methodist,Mormons,Netherlands Reformed Churches,Orthodox,Orthodox Church of Greece,Orthodox Church of Ukraine,Other Christian,Other syncretists,Pentecostal and Charismatic,Presbyterianism,Protestant,Protestant Churches without free churches,Reformed Church in Romania,Roman Catholic; Latin Church;,Russian Orthodox Church,Serbian Orthodox Church,Seventh-day Adventist Church,Shia,Sikhism,Slovak Greek Catholic Church,Spiritism,Sunni,Taoism (Han Chinese),The African Church,United Evangelical Church in Nigeria,Vietnam Ancestral worshipping / Tradition,Vodou,Yiguandao,Zion Christian Church
Evangelicalism,0.13494888481388587,0.09557937447853519,0.2261014735423568,0.07191269011006506,0.11390107568965671,0.1250245461422978,0.20007680489488736,0.05767652991758774,0.14355452397621785,0.10119077738325416,0.08722004590823461,0.03653555482690042,0.053461917036252166,0.11804725944564932,0.11834227727313511,0.07726192644230633,0.07891244029347645,0.18492761877755653,0.11451718557363173,0.05917370650666059,0.11074422191875657,0.15264341821980187,0.0,0.10951758010339409,0.13550550044179957,0.1462032825048475,0.014183181880892686,0.15819977327523294,0.1183847918726037,0.10271320718375182,0.08429014832389442,0.0642675184862936,0.14324101251809862,0.02482420046141737,0.09422746321664333,0.08767332590777067,0.1018187897224904,0.12184127120124302,0.10125781448664863,0.0901280563075754,0.19709982805631784,0.1517835924717534,0.02846196738153315,0.06619580210366144,0.08809745537716086,0.09781828986338209,0.0895279997992422,0.109891971787463,0.11082847668800487,0.07863525348948501,0.04512269261567606,0.0770141141772175,0.12421116541846988,0.08977862757617233,0.13503785945373997,0.07863394945496248,0.08078826195792904,0.22763196708291702,0.029081209126948823,0.09717426018293715,0.04075635584629955,0.19810408819664535
Free Church,0.06706355708645356,0.044206384928017727,0.0783942820837886,0.020089125369701564,0.02075243027541911,0.017653967672422347,0.043519961779242056,0.057649301871869445,0.09823697017601439,0.018457198365433372,0.06570270574203456,0.056633008883367135,0.04902682715189137,0.0874475662420077,0.08461280989521039,0.061585534844171154,0.018486029993869887,0.11515142567434412,0.09021546066230486,0.019825753273627008,0.09946105037738001,0.09620991062729417,0.10951758010339409,0.0,0.0902235030204064,0.058500106573008505,0.10161281168993642,0.02754579850952135,0.01697118126374037,0.015150345745222343,0.01685695692357267,0.057353464859624316,0.09596843587528313,0.05995311932875027,0.01786412241000513,0.054689253871942525,0.04736084410458821,0.07610741286558413,0.09869837939631432,0.025322341191168364,0.04328270134922832,0.021476151100531957,0.05680060288902947,0.014811391171662176,0.10624938188765097,0.042903917254243425,0.03636255833585834,0.10237104591831901,0.09964117545122901,0.020792351980083033,0.06937067871076961,0.03426088726609944,0.12241669167961904,0.03962627975657294,0.0318680953820934,0.06110855991476454,0.014971765006970944,0.4051367543041259,0.05964160377564812,0.04534806085796898,0.04956651791280131,0.050807986899952515
Greek Byzantine Catholic Church,0.02544586896518118,0.039568935559525835,0.14146138114276496,0.08981460270857848,0.05066411955031327,0.06644786303497013,0.12468311756830902,0.050092620879850426,0.006512641886805096,0.05308867244474707,0.06453847485926902,0.12440539561705471,0.047291973042631774,0.0030579464946505182,0.007707933269222602,0.033168353253560705,0.07163980966915767,0.026909313877394234,0.021863372195302568,0.06534939601945122,0.015245398798974226,0.007057416602989004,0.13550550044179957,0.0902235030204064,0.0,0.11528978395622348,0.13561989560818655,0.0731685150747108,0.0639508304716927,0.09010117683452147,0.05662145219327102,0.07819042994867766,0.003918296422978958,0.08556695278711578,0.05830264849302381,0.030729298584755517,0.020197317490737273,0.00622900631920481,0.018214534756653925,0.03790147507170489,0.1271416738223021,0.10178609979142349,0.0996877287568264,0.08420258803996496,0.03060171932600143,0.051460618345828095,0.09667551156775467,0.017908295284655363,0.014698395061193721,0.06976538680716592,0.12085546732501894,0.049541508760513026,0.01602499990639179,0.05028406229844189,0.043329572169246995,0.05153807268351032,0.06911827811940603,0.13435586423076493,0.13013773564781056,0.05539204785754228,0.059023812618679,0.13116424266997437
Hindu,0.10579508235203226,0.08436898050212399,0.13023813509302798,0.06536177611568729,0.0681769586536568,0.06398333884370162,0.10784477375685353,0.08478185615344856,0.1227724089877912,0.06439876975369335,0.0993487837360728,0.10013233536522438,0.08450120331291286,0.11102764508653623,0.11089285184556714,0.09027788069251118,0.040351061516318946,0.1489840681609228,0.11087950090956208,0.06604456751036575,0.11904143791587396,0.12497963627204617,0.1462032825048475,0.058500106573008505,0.11528978395622348,0.0,0.1413252616595593,0.08244841597877682,0.0660470163191517,0.06465655885017196,0.06803282557713354,0.06800961030975626,0.12082095053075254,0.0983606273307937,0.06962222575761506,0.08599414817684851,0.08622829278871164,0.10063451223963069,0.11787987517073724,0.06436528582646894,0.10761267774234243,0.08107157129901114,0.09442654498642794,0.06627080081219881,0.12539243454182278,0.08920637464695838,0.02614303731078401,0.1202032941080493,0.11967633906402449,0.07337316899541667,0.12265385337499274,0.06725062182026759,0.14537768737168658,0.08928141061856908,0.07853891637203658,0.08787921704893169,0.06420213627760202,0.4938148089229725,0.1103878953001595,0.09158956768930011,0.0856672227252405,0.10877923024769588
Hoahaoism,0.13659266467591336,0.08970655838232723,0.22939821550457254,0.06702572598193435,0.10434174728572998,0.12334862632183966,0.19986920067971353,0.045007642582069386,0.13846438292076965,0.09266591609711984,0.07333930314202235,0.03235361288781416,0.0476859290027879,0.11710936364807957,0.11561355843784957,0.06556037675003999,0.07046519052439018,0.19527998670680116,0.1075811865157735,0.05735924910418036,0.10264708152816508,0.15410596075375418,0.014183181880892686,0.10161281168993642,0.13561989560818655,0.1413252616595593,0.0,0.1571040997468086,0.11985871828056366,0.09707367434644838,0.08065085035638227,0.058325547922532445,0.14186671950404545,0.024310426574186316,0.0956334785427534,0.0777088734384559,0.09825689724558045,0.11963256501247511,0.09272973873587163,0.08596325197718267,0.19689370080303786,0.1520824001714476,0.031065202344795463,0.0599941898508713,0.08308656827313542,0.08516576082560118,0.08538120335815526,0.10037366322238114,0.10438266981266416,0.07957931134806398,0.05627018692204611,0.07473898352961034,0.11016472434854854,0.08546484448455555,0.13758908951957013,0.06380119245760714,0.08145945685460201,0.1898859266693154,0.026609352482303963,0.08278932226370724,0.03331691871039577,0.197201181820257
Iglesia ni Cristo (Church of Christ),0.03728246546098377,0.045963073992998996,0.038593619875659596,0.04852970578275728,0.02347888707070818,0.01750075039104098,0.015329655432049172,0.08328818708195643,0.07663406700403015,0.025106532856331097,0.08917815608016386,0.10701645338681026,0.07333823216392382,0.08316884122451552,0.08188565946351294,0.07990369127745438,0.050806143558417775,0.06882151751546071,0.09618377528556099,0.043369147453023914,0.1068768067734665,0.0662156024358334,0.15819977327523294,0.02754579850952135,0.0731685150747108,0.08244841597877682,0.1571040997468086,0.0,0.011050976330313827,0.029118029155976475,0.02977609878163601,0.09470302186750415,0.07332715422090384,0.10289987683616676,0.02542676242047354,0.06307310879393911,0.04310480324888724,0.06662884367092532,0.11020772846377548,0.0313409459152045,0.021727022021279054,0.011413103991345324,0.10109813482977804,0.04147380180624915,0.1255338605407335,0.05410279090951973,0.06833693240319041,0.1103062183115371,0.10679435455060969,0.03535404390515576,0.09290112626839671,0.04591537847160962,0.1056345089962262,0.04640028739578023,0.0116233564227738,0.08378323001504999,0.03180002523813785,0.18024386413995255,0.11338716149247588,0.05526746098140516,0.08279027950723877,0.028536931953744696
Islam,0.04103062886850684,0.03929659636280008,0.05175368325103664,0.02626942928268795,0.020160790895670223,0.011082697602231685,0.03213245255828505,0.054091915028095024,0.07497199527012058,0.017743309649597014,0.07218502135106188,0.07327844432789113,0.04472240942029596,0.0653517051281751,0.06422205434800383,0.05813311404939722,0.030150663309620795,0.07146859749414539,0.07766287218740622,0.018754111502489745,0.08608939618639343,0.0641036260339991,0.1183847918726037,0.01697118126374037,0.0639508304716927,0.0660470163191517,0.11985871828056366,0.011050976330313827,0.0,0.014548474697015952,0.014009866601727546,0.06494999850715753,0.07068889297232689,0.06870087799374494,0.010036012762699184,0.04739724468163933,0.03289732860980907,0.053247369550409734,0.08587489181593322,0.013937780340438615,0.03865444217819833,0.010320043635026007,0.06615957736724926,0.018645639302662484,0.09557754046606635,0.049821668046658114,0.04400834964418109,0.08881594290158978,0.08571845776383324,0.015631970946620808,0.06348524847633644,0.021258294770262826,0.09474465576996648,0.03248482415819995,0.008751728168193217,0.06045188112362036,0.01216006346505888,0.22471374098747193,0.0805609539272192,0.047835040649613435,0.05330223816273769,0.043094661517725126
Jainism,0.07550900012756544,0.05530839793102483,0.05838136494631392,0.011395029053289284,0.02764597814995119,0.02472970329545009,0.03798958927263634,0.050017905007512846,0.09783206616252609,0.025925929521611792,0.07456681103528774,0.049286062267521566,0.04840416658267095,0.08525705318031994,0.08314816585888282,0.06317538580346688,0.026631900959691524,0.11938061751164422,0.08772770244238064,0.019437955662397567,0.09515438583945451,0.09751641857540347,0.10271320718375182,0.015150345745222343,0.09010117683452147,0.06465655885017196,0.09707367434644838,0.029118029155976475,0.014548474697015952,0.0,0.024152086257053066,0.05481889956330371,0.09706263494481253,0.05825905856270052,0.02534437078776158,0.06047757220493002,0.05543355809292718,0.07411099805938544,0.0915246106233231,0.02181856033882817,0.038998252382511964,0.01755273934321281,0.051951002251021346,0.013664745993557242,0.09738288071724237,0.059356534027953864,0.03522856819964305,0.0945634447257405,0.09590123065620972,0.022361441016975785,0.06944477229607753,0.022792639539953485,0.1045901985515185,0.05015201413506203,0.03719064661349634,0.06066925937942362,0.017834850519104894,0.22643713126141954,0.05920319854137843,0.05940788864878013,0.04961176122400144,0.03833834385157149
Jehovah's Witnesses,0.03334037977550981,0.02600673148281551,0.09616810121585216,0.025063984519981965,0.014674493320144172,0.012452613248925827,0.06366394725425648,0.032924616207284846,0.06218394742437084,0.012178810192191013,0.053177621551500326,0.055605137626473296,0.025502502745028136,0.05407318756335961,0.05000768745556459,0.0384766034572353,0.02038300747191225,0.07570508373695242,0.06395142514554665,0.007099928283344269,0.0681059887787094,0.056909293442117766,0.08429014832389442,0.01685695692357267,0.05662145219327102,0.06803282557713354,0.08065085035638227,0.02977609878163601,0.014009866601727546,0.024152086257053066,0.0,0.04427135318547057,0.06279188379093369,0.03763659481089936,0.0034635714299060803,0.032805642988756566,0.020488649252054035,0.04458202196384922,0.06510560601322186,0.00976682487760191,0.06488964485679577,0.03321323197773123,0.04117525898728582,0.01289758924526772,0.0734232527066746,0.02869092469482311,0.0429524807309769,0.06915657317059663,0.06903974092229533,0.007169096126887264,0.043950372947997536,0.01869690122739542,0.07751354723404213,0.00967012473402862,0.016937828295480014,0.042574662104558424,0.006946035629418431,0.22490642801830932,0.05385439931970651,0.028444746915665006,0.027141604838127557,0.07308016076544116
Judaism,0.08730196132756102,0.06865376914386744,0.15688862335382772,0.03863743067775373,0.053969252042519095,0.05850466872037374,0.13574840857342893,0.02690255231792754,0.0852661921884001,0.05781185075242101,0.06877377437616726,0.0393588725214353,0.036392279289232464,0.06474852400174298,0.059729770019849006,0.04359062673342561,0.027247958833140705,0.1248192289260278,0.05722675501459439,0.030024191554455463,0.06098847746916154,0.09387648415480233,0.0642675184862936,0.057353464859624316,0.07819042994867766,0.06800961030975626,0.058325547922532445,0.09470302186750415,0.06494999850715753,0.05481889956330371,0.04427135318547057,0.0,0.08435989218977201,0.029843917953574054,0.05157729458603028,0.053122992753198386,0.06001614064570884,0.0604446500995588,0.05468791378939714,0.03377201289802337,0.13423584781413903,0.09828194452364727,0.030288832260409227,0.040522480318492975,0.049696197543622755,0.07244856883776478,0.025973805598105446,0.05957729559984464,0.06140434607040599,0.03864942047514999,0.07096675122987782,0.032688404888786576,0.09660561076330096,0.05764599925069113,0.07314578121159421,0.043691408056822985,0.0467407005029572,0.49366474111654735,0.04231362137893275,0.07669317600106601,0.03571498513445553,0.13621824659753487
Maronite Church,0.02607895456645123,0.0401426536303999,0.1436272596587307,0.0962783314671754,0.054503252455337846,0.07261249875159197,0.12515836960946894,0.055442550802864095,0.004528397293698171,0.05651140724195389,0.06975037545808839,0.13342770826845562,0.05413593912555668,0.009242533022737144,0.00956324498671106,0.037215063179753066,0.07650251713414401,0.029429014928466734,0.027788375612718897,0.07349341423515031,0.020351981667926098,0.010089438631510721,0.14324101251809862,0.09596843587528313,0.003918296422978958,0.12082095053075254,0.14186671950404545,0.07332715422090384,0.07068889297232689,0.09706263494481253,0.06279188379093369,0.08435989218977201,0.0,0.09405489635615494,0.06554846927836507,0.0320639919561757,0.025513394633307873,0.008918806991707497,0.02476322509315665,0.043711688160763346,0.1284383193926003,0.10826702585351372,0.10810025396641341,0.09177937413510327,0.03789414563264786,0.050594271011489944,0.10335461647099448,0.023492015535590948,0.02069697778254396,0.07752482544101641,0.12987572309514547,0.05603241247137348,0.014356403875293638,0.05743626664266815,0.04882334744921368,0.05705221824544344,0.07465094479592987,0.08991545262757837,0.14005173767888213,0.05871389891045867,0.06540292204142224,0.13062319075187967
Methodist,0.08491400724791638,0.05145019690361494,0.17237010146997647,0.0318295275934994,0.05749395703990931,0.07232637557909335,0.1436033334959537,0.021704781159073226,0.0940909850084835,0.050821830426899764,0.04389680724674602,0.015865277490443943,0.019060929118397893,0.07006028056297625,0.07188805648293121,0.035556187859587814,0.036520875135334176,0.13230068314145058,0.06307922214548949,0.020723113178073613,0.06473498711107607,0.10192028311182737,0.02482420046141737,0.05995311932875027,0.08556695278711578,0.0983606273307937,0.024310426574186316,0.10289987683616676,0.06870087799374494,0.05825905856270052,0.03763659481089936,0.029843917953574054,0.09405489635615494,0.0,0.045761299040699095,0.044448955894151355,0.05416065500004557,0.07021760849199797,0.058057767501323916,0.04152722322300862,0.1379448595752926,0.10024112766004899,0.00448325630660826,0.029904445021183692,0.04871845254834948,0.05181080964926958,0.05243477086096727,0.06517258116077967,0.06474834279681681,0.03742355691770702,0.04208173289873456,0.035571977753538236,0.08248487358034244,0.04532596612806535,0.07963222075421283,0.03424199632816403,0.03673116781354608,0.22708037460468697,0.015016631746978754,0.054930897256404786,0.011483110627580152,0.14327214686278325
Mormons,0.034818533338015566,0.03249298310215773,0.08829622496185165,0.02967693317024759,0.016373020999519147,0.010247163490253192,0.05673981238747628,0.04172765275740378,0.07009340968808984,0.017356024194413303,0.06444144801052176,0.062426853207794245,0.031316134662364443,0.05692952931213571,0.054770442469736766,0.047384577236669174,0.024669291690524155,0.06996113666413423,0.07016248476024405,0.009520828873888025,0.07602794201079709,0.0603099703466535,0.09422746321664333,0.01786412241000513,0.05830264849302381,0.06962222575761506,0.0956334785427534,0.02542676242047354,0.010036012762699184,0.02534437078776158,0.0034635714299060803,0.05157729458603028,0.06554846927836507,0.045761299040699095,0.0,0.040407025598306716,0.023028749263665705,0.047489991673131,0.07346304836389599,0.010475726454704777,0.059929730629249084,0.028103173478825308,0.04628474745741462,0.015304347272234049,0.08047800414604898,0.0385131335446114,0.04574589140740673,0.07849275764436416,0.07551298847128289,0.005648174718242712,0.04273491418262799,0.0192283658531473,0.08774090714489559,0.014548951894005237,0.011771458498816927,0.05298748391188441,0.00592224128588685,0.22470339869653658,0.060157828584803855,0.041629003507994394,0.035683510610094844,0.07009328803946192
Netherlands Reformed Churches,0.03238745307869467,0.009646223060904142,0.13111042356574462,0.04740866714638747,0.026423515403889385,0.05403177538972684,0.11004603257938594,0.020082099217368147,0.034596523336518775,0.021525575480799558,0.01663219129635218,0.07288388491141687,0.016422327819451996,0.027615781684586217,0.028348814723833538,0.006834684776599465,0.034531905736421904,0.07476949451531262,0.028162388671872863,0.035865660930437124,0.029399791420037267,0.0444637734531409,0.08767332590777067,0.054689253871942525,0.030729298584755517,0.08599414817684851,0.0777088734384559,0.06307310879393911,0.04739724468163933,0.06047757220493002,0.032805642988756566,0.053122992753198386,0.0320639919561757,0.044448955894151355,0.040407025598306716,0.0,0.012036580984023427,0.02310355458611145,0.03216118023784443,0.02573804933664059,0.11074282364888871,0.07966190071045545,0.055832815834056373,0.04517701810951258,0.04108110615016052,0.013789666860806226,0.06441929220938952,0.031376170973152887,0.029526244176247638,0.05000763942474611,0.09565756706692521,0.030718324630944673,0.02941529359323456,0.03339538347467679,0.04266331836423318,0.012533275170378666,0.037971839601957574,0.18031444934839203,0.08093578943834508,0.020254639563679153,0.01875985484517225,0.11042397989959546
Orthodox,0.011521658677230472,0.01188497382279697,0.11403278015212738,0.05662932007455939,0.019284580891890637,0.03178094380358205,0.08904146692261855,0.03158391164522342,0.02750812404281634,0.021090886094380482,0.0382707277838174,0.08935364603311625,0.02048587194716559,0.021794805465822496,0.02273179422987275,0.018676761664444305,0.03907682292052845,0.04384391290919418,0.03654727512623309,0.03135801005260776,0.03603482507574421,0.025191385040656076,0.1018187897224904,0.04736084410458821,0.020197317490737273,0.08622829278871164,0.09825689724558045,0.04310480324888724,0.03289732860980907,0.05543355809292718,0.020488649252054035,0.06001614064570884,0.025513394633307873,0.05416065500004557,0.023028749263665705,0.012036580984023427,0.0,0.017806348259965733,0.03758164713195845,0.017573611880007722,0.09218707534201487,0.06267093445741728,0.06740757334038326,0.0439348736684125,0.04958188292167421,0.019568228701173983,0.06817153052666472,0.03786295044323762,0.03548761824001931,0.03417203054698448,0.07842999556487838,0.028209184569446908,0.040373537512759704,0.014246755683873114,0.02032564236212825,0.03308361978847812,0.032296290567579336,0.17930722647180974,0.08906618455191512,0.022509603214127483,0.029222921930399128,0.09876389579437005
Orthodox Church of Greece,0.028109897468468825,0.035971048139919734,0.13417301874817464,0.0721484227244399,0.03889990289170945,0.05557619529860535,0.11727485459116335,0.03357424173979781,0.012418102295304658,0.04187506696378456,0.05792408708704761,0.10395782403193023,0.037917589517708655,0.0061364273899609445,0.006200350662354309,0.02389705969287287,0.05581211329504556,0.03797102574866504,0.015056561844315959,0.05129635366170205,0.01469891571061946,0.015581477220444916,0.12184127120124302,0.07610741286558413,0.00622900631920481,0.10063451223963069,0.11963256501247511,0.06662884367092532,0.053247369550409734,0.07411099805938544,0.04458202196384922,0.0604446500995588,0.008918806991707497,0.07021760849199797,0.047489991673131,0.02310355458611145,0.017806348259965733,0.0,0.01741315231048689,0.02473495504034048,0.12001147827540402,0.09096332330840079,0.0812902316941616,0.0689136182037941,0.027686867758724212,0.04633167613711569,0.07956778208434964,0.017375142919942535,0.015297356490074005,0.05656825491028306,0.10831582121067701,0.03448265062268444,0.02244014329571539,0.04236607380839446,0.0369076316258842,0.0374793219122468,0.05534145155280186,0.22372018725628037,0.11079162147352646,0.051913260486442674,0.04897059152626586,0.12263042539691794
Orthodox Church of Ukraine,0.058792892713892125,0.055157878210912406,0.18012057997571268,0.07500663104604423,0.0637575846189644,0.08683605074215522,0.16385936637883441,0.028304626277638533,0.022241616061840767,0.0657395679598041,0.05153411776146952,0.0892222930167005,0.037380496987740555,0.008427720064706158,0.014132450405355131,0.01926675208125634,0.06465782145474684,0.06939708667687307,0.009775805626054785,0.06210728594208645,0.0016220437466713347,0.03426493932424683,0.10125781448664863,0.09869837939631432,0.018214534756653925,0.11787987517073724,0.09272973873587163,0.11020772846377548,0.08587489181593322,0.0915246106233231,0.06510560601322186,0.05468791378939714,0.02476322509315665,0.058057767501323916,0.07346304836389599,0.03216118023784443,0.03758164713195845,0.01741315231048689,0.0,0.04226799154336672,0.1611750505616694,0.12942982961786506,0.07150161468996755,0.08076871091665568,0.005216115947858092,0.06206694936954635,0.08594349266393592,0.0018113852999717432,0.0025126264250786194,0.07669965946394174,0.12391034083519163,0.04805432307130795,0.008644524995001894,0.0603045186310746,0.07604040959200452,0.030439222396801944,0.0773247516664747,0.1358309282214643,0.09834326221117493,0.0632961173838429,0.04082796009869571,0.16239442106896987
Other Christian,0.03421654270394482,0.031889545485014416,0.08931311916062322,0.023686224611611132,0.011852853812020352,0.01568298784790295,0.0679907557481093,0.02072824724524984,0.04578872637383599,0.01661364289657334,0.05326043372861769,0.05414944843220743,0.02205915849635295,0.03364543354489828,0.03239220091848324,0.026824630511137107,0.01974671689075582,0.06608559093690781,0.03842097734060706,0.010982069017434957,0.04426981512785027,0.045012181425092265,0.0901280563075754,0.025322341191168364,0.03790147507170489,0.06436528582646894,0.08596325197718267,0.0313409459152045,0.013937780340438615,0.02181856033882817,0.00976682487760191,0.03377201289802337,0.043711688160763346,0.04152722322300862,0.010475726454704777,0.02573804933664059,0.017573611880007722,0.02473495504034048,0.04226799154336672,0.0,0.07034265458425921,0.039301408596475636,0.04262287322579543,0.018130622371814595,0.048598096904498456,0.03894196181054735,0.0363278102548266,0.04556076203591026,0.04454458344041144,0.012685683061275614,0.061190483890286244,0.007352096131971048,0.055114008281092704,0.0200729823349442,0.015616613476185476,0.031461730966547724,0.01439560919556969,0.2243728332890864,0.058518498332437024,0.04133366929490374,0.029398402415617083,0.07481283676507967
Other syncretists,0.08575019693260358,0.08862266251571675,0.02210619419820832,0.06241471640977734,0.055476877704663856,0.047015486492803446,0.00459836125697477,0.1310024976715264,0.12880693982293728,0.05749308186574316,0.12653303851830347,0.1303980472743684,0.12065794637515298,0.13606396399622575,0.13631857541527878,0.1273919593630166,0.08260748272595336,0.12344374054780684,0.14523568338729637,0.07665194698050513,0.15793580665743748,0.11858885795802179,0.19709982805631784,0.04328270134922832,0.1271416738223021,0.10761267774234243,0.19689370080303786,0.021727022021279054,0.03865444217819833,0.038998252382511964,0.06488964485679577,0.13423584781413903,0.1284383193926003,0.1379448595752926,0.059929730629249084,0.11074282364888871,0.09218707534201487,0.12001147827540402,0.1611750505616694,0.07034265458425921,0.0,0.017334895119364865,0.1312060496066239,0.06933804783723596,0.17638471975712008,0.09036308421743805,0.09477330282524812,0.1621478476995019,0.15830594166009332,0.0689838637331015,0.1333483857990352,0.08861090703339514,0.15484083859387543,0.08887002774402246,0.05000040667118324,0.12722504957574407,0.06253505933044007,0.18525763526498035,0.14056988143801402,0.09185817043888415,0.12402180581500345,0.006618702446575447
Pentecostal and Charismatic,0.0660960695221715,0.0633409610376671,0.03360519987091181,0.037011669723449284,0.036719265842548206,0.02263640042162429,0.0124511935218119,0.09220802162185203,0.11171849133300225,0.03322189972681382,0.09975386182272103,0.09533177342406689,0.0794464307054852,0.10560152377656955,0.10474797162644635,0.09527280734908943,0.050443821250000305,0.10117622063875321,0.11868669689267736,0.040647099066628084,0.1289357557759747,0.09698381769202476,0.1517835924717534,0.021476151100531957,0.10178609979142349,0.08107157129901114,0.1520824001714476,0.011413103991345324,0.010320043635026007,0.01755273934321281,0.03321323197773123,0.09828194452364727,0.10826702585351372,0.10024112766004899,0.028103173478825308,0.07966190071045545,0.06267093445741728,0.09096332330840079,0.12942982961786506,0.039301408596475636,0.017334895119364865,0.0,0.09496672615678445,0.033037102001726465,0.1414738925477641,0.07019989135353609,0.06263435380766619,0.13173558291512705,0.12858713684181927,0.034150509865401,0.08587648045022593,0.05069102825397714,0.13354510778812134,0.05667171315504705,0.025179795549752956,0.09479598324867176,0.027948587119582556,0.22640016758634066,0.10412985081565083,0.06804309438917006,0.08453359001000985,0.02183761379245213
Presbyterianism,0.09959046745068668,0.06189144156199191,0.1656650497837617,0.025712916216009928,0.05884218878737533,0.07258431961814417,0.13712772199824833,0.027357641720366647,0.11060417368503987,0.05249356407791288,0.053293449640738226,0.009326771170606228,0.0284170591753498,0.08353705807944202,0.08582991506630333,0.04648797204003327,0.0351858465329736,0.14791152927480136,0.07238908364952333,0.020162361933527294,0.07834885817358592,0.11852294764046914,0.02846196738153315,0.05680060288902947,0.0996877287568264,0.09442654498642794,0.031065202344795463,0.10109813482977804,0.06615957736724926,0.051951002251021346,0.04117525898728582,0.030288832260409227,0.10810025396641341,0.00448325630660826,0.04628474745741462,0.055832815834056373,0.06740757334038326,0.0812902316941616,0.07150161468996755,0.04262287322579543,0.1312060496066239,0.09496672615678445,0.0,0.027138045461935222,0.06052252800661235,0.06365693702193226,0.04786930587438601,0.07926484826715426,0.07787375690033391,0.036746964181718016,0.04314759399070882,0.03399089417291128,0.09640119045400687,0.05857151209817664,0.08172027133541192,0.04127431719028854,0.03422697769753163,0.2277967325095605,0.010371664815164168,0.06964809583072844,0.020323661782503517,0.1353724476738228
Protestant,0.06826605977185254,0.04128155149591634,0.0947981632284972,0.010456077903072304,0.027643747938414964,0.0278997573202445,0.06722228271297805,0.032909845078177354,0.0944692598522565,0.02015001511705156,0.05479767381988662,0.027881361327849543,0.026063755198125205,0.07649232088884189,0.07584150104603495,0.048607495379552085,0.01585941071084313,0.11493278769203714,0.0780344403755348,0.004136871091044973,0.08603974140780185,0.09355283023716109,0.06619580210366144,0.014811391171662176,0.08420258803996496,0.06627080081219881,0.0599941898508713,0.04147380180624915,0.018645639302662484,0.013664745993557242,0.01289758924526772,0.040522480318492975,0.09177937413510327,0.029904445021183692,0.015304347272234049,0.04517701810951258,0.0439348736684125,0.0689136182037941,0.08076871091665568,0.018130622371814595,0.06933804783723596,0.033037102001726465,0.027138045461935222,0.0,0.08162019060146718,0.04435552390055448,0.03089508646320265,0.08646419565588542,0.08493415115689001,0.01103875016428434,0.03939749272355188,0.0174354111566872,0.09861721173525026,0.03421981677376105,0.037446971791385265,0.044689681731249535,0.007560971718962792,0.22649667361903122,0.031224789126192417,0.04329976493432278,0.02477997759859709,0.07238138184320954
Protestant Churches without free churches,0.07514977896885972,0.06780087620262948,0.19480962504405197,0.07540118398793387,0.075516305151128,0.09811047479320928,0.1789303926852461,0.02829946615316018,0.03876442399274391,0.07880116910964702,0.05714435181808266,0.07335243152652599,0.03687635437628493,0.01662301856136496,0.023722324987281253,0.023760985787429547,0.06856636041618462,0.08368099650094064,0.014615689544590376,0.06278933107291876,0.006939357941480187,0.050498480331800426,0.08809745537716086,0.10624938188765097,0.03060171932600143,0.12539243454182278,0.08308656827313542,0.1255338605407335,0.09557754046606635,0.09738288071724237,0.0734232527066746,0.049696197543622755,0.03789414563264786,0.04871845254834948,0.08047800414604898,0.04108110615016052,0.04958188292167421,0.027686867758724212,0.005216115947858092,0.048598096904498456,0.17638471975712008,0.1414738925477641,0.06052252800661235,0.08162019060146718,0.0,0.07522882624623516,0.08603452786565685,0.009291709060257685,0.007216789536288479,0.0788061143390002,0.11859249366044909,0.05020716569155625,0.01904919013950125,0.06971168520886051,0.08924484313957821,0.034722671148144604,0.08204991252927643,0.13629114388820637,0.08345745897957207,0.07921013246642823,0.04055002969296514,0.1784424350187161
