,Adventist movement (Seventh Day ,Adventist movement (Sunday observing) ,African traditional religions Ethnic ,Ahl-i Hadith ,Ahmadiyya ,American Israelism and Latter Day Saint movement ,Anglican ,Anglican Catholic Church ,Anthroposophy ,Armenian Apostolic Church ,Assemblies of the Lord Jesus Christ ,Assembly of God ,Australian Christian Church (Asemblies of God) ,Bahai Faith ,Baptist ,Baptist Union of Wales ,Bible Students and splinter groups ,Born Again Movement ,Brotherhood of the Cross and Star ,Buddhist ,Byzantine Rite ,Calvinism ,Cao Đài ,Catholic ,Celestial Church of Christ ,Chinese traditional religion ,Christian Church (Disciples of Christ) WVS Time Series 1981 2022,Christian and Missionary Alliance ,Church of England ,Church of God (Seventh-Day) ,Church of Ireland ,Church of Jesus Christ of Latter Day Saints ,Church of Norway ,Church of Scotland ,Church of Sweden ,Church of the Foursquare Gospel ,Churches of Christ in Australia ,Cihui Tang ,Confucianists ,Cypriot Orthodox Church ,Druze ,Dutch Reformed Church ,Eastern Orthodox ,Episcopal Church (United States) ,Episcopal Church in the Philippines ,Ethiopian Orthodox Tewahedo Church ,Ethnic religions excluding some in separate ,Evangelical ,Evangelical Baptist Union of Ukraine ,Evangelical Church of the Augsburg Confession in ,"Evangelical Lutheran Church in Russia, Ukraine, ",Evangelical Lutheran Church of Brazil ,Evangelicalism ,Free Church ,Free Presbyterian Church of Ulster ,Georgian Orthodox and Apostolic Church ,Gnostic Christianity ,Gnosticism ,Greek Byzantine Catholic Church ,Hindu ,Hoahaoism ,Humanism ,Hussites ,Ibadi ,Igbo ,Iglesia ni Cristo (Church of Christ) ,International Pentecostal Church of Christ ,Islam ,Israelita Nuevo Pacto Universal (Peru) ,Jainism ,Jehovah's Witnesses ,Judaism ,Korean shamanism or Sinism ,La Luz del Mundo ,Lutheran ,Lutheranism ,Mandaeism ,Maronite Church ,Members Church of God International ,Mennonite Brethren Churches ,Mennonites ,Methodist ,Mita (Puerto Rico) ,Mormons ,Neo-paganism ,Netherlands Reformed Churches ,Netherlands Reformed Congregations ,New Apostolic Church ,Non classiﬁed christian movements ,Orthodox  ,Orthodox Church of Greece ,Orthodox Church of Ukraine ,Other ,Other Christian ,Other syncretists ,Parish Church of England ,Pentecostal and Charismatic ,Plymouth Brethren ,Presbyterian Church of Wales ,Presbyterianism ,Protestant ,Protestant Churches without free churches ,Protestant Free Church of Germany ,Quaker ,Rastafari movement ,Reformed Church in Romania ,Reformed Churches in the Netherlands ,Roman Catholic; Latin Church; ,Russian Orthodox Church ,Rātana Church ,Santería ,Second Advent; Parousia ,Serbian Orthodox Church ,Seventh-day Adventist Church ,Shenism (Chinese Religion) ,Shia ,"Shinto, Animism ",Sikhism ,Slovak Greek Catholic Church ,Spiritism ,Spiritual Baptists ,Spiritualist Church ,Sunni ,Taoism (Han Chinese) ,The African Church ,The Church of Jesus Christ of Latter-day Saints ,The Salvation Army ,The Satanic Temple ,Ukrainian Greek Catholic Church ,Umbanda ,Unitarian Church of Transylvania ,Unitarian and Universalism ,United Church of Christ in the Philippines ,United Evangelical Church in Nigeria ,Uniting Church in Australia ,Vietnam Ancestral worshipping / Tradition ,Vodou ,Wicca-Pagan Witchcraft ,World Missionary Movement ,Xuanyuan jiao ,Yiguandao ,Zion Christian Church ,Zoroastrianism 
Judaism ,15.64049626689379,11.494106725284471,19.963140400348262,7.140508762825679,12.109303882972496,3.9224164064906932,2.700430156421985,13.070999394189629,63.52698453855431,4.602670672423728,7.413299011552012,4.239998992918838,19.436863650941163,7.40673614511333,4.595844994273002,17.48285866709459,4.723499909811496,4.956550129480797,6.852195118509382,4.605623745347318,13.245592365949303,21.034674240296386,6.8486624305248265,6.301348320787759,36.95764980316432,14.424563801179822,36.927476289200726,7.279576997378242,13.021181802047137,20.56018957657147,11.742485243237194,37.245897662707755,7.899437646285801,29.302079352656982,6.272379691726075,23.36675428585283,9.381761497465108,16.68497439763301,9.507491337953084,9.881427977929004,8.510979178417246,10.280395860839736,3.776226237664637,20.486165950818958,41.317416351266424,9.219475639834476,11.66819492626573,3.962489759246159,18.67778068057193,15.903573530431506,17.068464833890552,11.82114070949291,8.546634344927991,4.46552770632537,19.404759223970913,10.179361687293984,20.567485339286986,20.580064201436677,13.096343023627139,3.398566881098569,25.015025440311433,28.295825245811983,9.345945441659616,12.619355939860611,68.71318242016099,5.61529985194784,10.519075881838775,5.8833116235099885,4.553823411681697,4.112544709406313,4.739312697811136,0.0,21.049964600164135,29.81322214105601,4.845513890711658,80.6672270777078,66.32362886722788,10.876431242378223,182.69945259199838,15.638605996952627,6.259798786238182,4.505647585698427,13.313126184420742,5.378848692267631,6.828446111660477,11.133796450038764,10.82581388333364,10.51517019874455,25.302708029868427,10.617232986307338,8.103222439063368,10.880875499559643,3.051250409786534,3.7526739319460383,9.512742117192182,27.501085016591105,4.083015567253713,13.798091910202906,36.394840419973576,4.239393263609338,2.999163208512012,12.605381804731444,12.027652981358289,18.59263792204105,27.74900958179528,12.859945841107326,8.109173143472303,2.413013232888269,11.982886796926257,5.876264091167996,9.89029112941666,22.49230981971673,12.017219907708434,4.5651859646949795,6.411995373302485,5.42733411599243,33.686609835729605,3.532485977286819,21.401164573650277,9.685222116513923,14.555687785326812,9.017935035433638,6.569117816832368,7.8133348233730056,6.397171080215889,20.1866379017228,5.5530660243123355,37.065263944409715,18.4223954369207,15.773567783704552,7.716962083855218,8.199906070559345,105.28027898806164,40.86968674337145,15.154379053341138,7.23250110551139,21.52395052238239,15.093108176866151,19.392231447774254,24.96837923594137,12.096842077623368,5.666903029824756,7.583115705788496
Korean shamanism or Sinism ,6.9494144111211895,3.9212536046691873,7.1757628083696305,67.72151646475717,22.88132962475243,11.417909759317975,20.164409872641038,10.022380778170382,26.5341847931739,15.056601622818516,15.885401201369987,7.919836378998964,7.754100019522616,10.690337102457173,6.11127988624851,15.000660022048221,7.2756449438834006,13.424231028799568,19.003608812207737,6.186379843896764,2.0979489305629166,2.6324642572858745,9.054430126974635,18.049273162113057,14.931880580479977,14.127404985283784,26.77317871532235,18.55008341341865,11.697574746471926,4.189959133642008,3.1097965685329534,25.797110851450366,18.51953914212213,10.414838976005539,236.5683993657824,7.669896108793048,5.929478109741552,3.010419380870722,6.994916105684151,7.1195617604003125,8.151628808503386,12.113313210693287,22.65362954743628,4.025701731940689,11.097611256319677,14.363668897667312,2.841680041940168,11.620165072783221,2.895216002829818,1.6124688754683205,2.0236110572637367,4.08421030621531,93.17544942083615,13.653039508312625,7.735374180064495,9.811802084357286,6.560927684630664,4.508328674267686,2.6721890416407557,14.484769813160952,13.822191643929502,21.791735549136312,14.374305720206726,6.453016231313263,8.019940371711899,8.499692372737853,5.911044724821148,12.542733949839377,15.868607977534792,18.308350228233238,10.221955922537528,21.049964600164135,0.0,15.77641560647726,8.185277565906965,31.50383072612553,12.670076175372484,13.538344924583638,35.905839734515595,6.223176633048305,17.0932172445494,10.556880345718467,19.54927319918045,6.8023494826807696,4.710623385863762,10.729480267524636,5.001191048689465,6.374430816044716,18.769816281802836,4.338951357268687,9.271953971620881,1.1680480213622553,17.27820109863463,5.713681115426884,39.303448134671896,15.06304957271045,30.615928284009456,8.850738673192012,14.133789401987556,18.89211248352264,13.278449430143993,13.413947741179268,3.9621661338534544,2.5535138905596257,6.7569709487921035,10.878749728106092,22.25258969681809,14.471765746839914,1.6815589734595908,8.85665463809972,9.105246253487593,3.9005014715309985,0.9640784533599235,8.167713689760287,15.653276535538089,82.34200326255389,21.231164283155152,9.705810954070682,1.5923764715289428,7.350406100485042,7.28500703519291,8.806458876263456,10.62636612283834,6.382650219186029,35.30364303927834,2.2549109825939473,9.367042347196735,27.78152575277304,7.8706604164512,3.720462924676486,11.122403339554731,16.183997943618756,26.87194491039342,14.26890768674704,6.1172375550808,143.0207922681236,11.493774313177807,6.450444520290652,5.280984698460859,13.620000461238499,7.550011352940707,40.82514317833424,12.469069061326888
La Luz del Mundo ,6.086120083128357,13.416824522117183,24.226706190136547,395.57749455108717,30.574245005815822,21.515302210177023,30.215158995914067,4.351851851851852,7.148148148148148,20.376777332089706,17.698697986959537,12.354655048278628,3.3333333333333335,18.098716443658912,14.55657633521486,4.62962962962963,12.592364131384022,30.23186073754408,47.594171417754666,17.30528117987129,17.528958051691184,16.51585571940668,19.30508734872514,18.848696451806966,5.777777777777778,44.00063558379558,15.061407221382332,9.937251633156807,7.550724520044674,2.9814814814814814,13.89305187725772,6.768518518518518,51.65047527303064,5.537037037037037,2024.150995644226,3.8843926011264718,10.358613268138551,5.743814218220665,21.684112177050434,32.03553334152244,28.157158553924994,31.6212248050982,30.072703092163156,6.090297262038454,14.465374341325505,25.861906915170753,20.251678227581287,17.331793997020544,14.296213780182862,18.73981531070537,14.659638076124809,10.807183693510993,577.6436276258215,28.183130683289487,3.0185185185185186,15.869411251357649,3.240740740740741,8.672379097207154,17.996737274450645,19.271489459237177,48.0463203621775,6.888888888888889,18.556395042329704,11.241059070108564,4.87037037037037,19.375309569400336,3.314814814814815,20.627221851994925,37.36185121995475,78.11657815375057,16.747773527481144,29.81322214105601,15.77641560647726,0.0,16.265600330622174,10.435185185185185,5.9907407407407405,48.64493738340021,10.351851851851851,3.1018518518518516,15.991875252631443,22.167779278109144,10.965512137528666,14.798418786146678,14.352648440272834,27.361343548921145,17.70220993188936,14.477716847689221,7.074074074074074,18.485012061046138,38.7682708917053,20.099425750785322,20.840402105256274,13.584154571438003,165.69282269585452,3.4166666666666665,31.35452659733521,3.574074074074074,5.138888888888889,29.011684216364763,18.07270598980264,38.53480391316654,13.226364945329003,5.137908104807231,21.517337328037996,54.77151063949733,5.998127880184331,22.413909279075867,23.019692838403557,14.877945795540358,13.050929931896327,4.741249688839357,21.085117072704936,18.116881667348885,59.338194053728024,95.77070296288018,6.064814814814815,19.241395352208684,17.62101039550861,15.944705564458285,3.9537037037037037,17.070792097671,21.978956910669446,20.81147241122901,84.37190776956339,14.145818703074374,15.651256621168924,7.148148148148148,40.14746608376442,11.98957575526223,8.28607988084178,7.785664420244153,8.768518518518519,4.333333333333333,21.918428086972536,1198.8260222952247,33.19970265696291,16.415062267919414,6.706427585456877,4.055555555555555,20.12378495178979,123.5345816583974,19.961251320678613
Lutheran ,10.03849763844984,6.218552363361236,11.259191398704015,39.78162720527445,17.172768866024864,4.918400167978091,3.1968931319742535,4.750130029263294,29.49223681104168,27.02779110267861,9.105385196711214,4.636006291753482,9.866663134950887,5.181484781184632,4.255260114760479,7.200839232996874,4.3949855221250544,6.802256476494278,11.72171658659337,3.948094689801587,9.269868293326828,7.488800179869268,4.306330091704846,8.235056840147076,29.021434634996975,10.632261030639835,21.05050578550403,8.25781212480708,5.058947756180874,9.987646712674971,4.178923683686251,13.099491630291661,8.765508005651617,11.362258829971331,78.51313281977099,12.09984542160195,3.535034190424318,7.17744099376145,6.2719351808137045,16.066304925076526,10.178707252287682,6.473635449782991,6.773711106456033,9.35402611721232,16.860733861054293,29.765828949452157,12.191204708830979,4.68277170106048,8.98603975360053,7.4485281141161765,6.737604319184955,8.297043340106384,34.148371850536094,3.8390072175286862,11.856428542864805,7.838431546901455,10.401355658066496,8.048448080278996,6.156536772875511,8.491591002953397,10.888167365964225,10.756901776081543,8.704017191546722,8.377231222106756,20.44925484321021,6.787392391604555,6.536800011321291,13.245942622637642,8.770820576406898,8.267004528101866,6.939907175902016,4.845513890711658,8.185277565906965,16.265600330622174,0.0,29.8949273107203,22.416590673849672,22.651512238962503,88.5146236442864,10.89955745479216,8.791504399701843,2.2088217279900837,12.481221404745144,3.605075331067783,3.2001687437856328,5.853731855894771,5.321141183537047,3.3337811846984713,15.456573793421487,10.345430687231387,13.558798776045967,15.733157160494905,4.774032546457175,8.055476005586575,21.47835752748633,12.346289187844691,17.434473157712453,7.327240078095729,19.861217518839165,3.2797998517015015,4.202637164398133,13.59875811944527,4.889343167173932,7.861877865352401,10.558271057122218,10.153122276213164,10.609183625724382,6.587852234655752,11.999637362622693,1.9976037864614484,5.957362376491343,9.380133961082622,21.46173947011486,5.9414339677130155,8.181324079117214,40.034964403872024,12.32961406971724,5.153806011568025,7.6609604526257575,4.990873847710541,7.129880327361035,2.2035706597235083,24.987545375665437,5.79048094465932,12.283142091661208,6.0036602407477835,3.1598945503177354,17.68033214408482,11.065017203795662,4.308084444941468,7.642241751198726,2.1596359138586534,48.03809531841365,32.252430154807946,4.19124056497423,55.64723363730793,12.976778300002874,3.381712388245475,9.482709042426123,14.090761260498581,6.103664841156465,20.641637052805432,6.948197348790119
Lutheranism ,15.100301514545244,58.885374005280255,40.2242506498547,947.7877903293703,64.66852357291621,48.404962811797105,88.34308236240125,4.398148148148148,6.064814814814815,147.16880307181933,43.156465247067246,42.93867330474729,9.49074074074074,54.694104947070564,54.17847940182797,5.527777777777778,45.67367366969796,73.83903585561278,144.3813167100611,60.92934598764203,54.08926633825501,21.35150355164788,40.652057766381084,125.06919303808527,10.435185185185185,128.72455771604206,28.210351078931737,21.068486996899267,6.9142146560179345,8.00925925925926,33.1928163597152,3.3703703703703702,142.55473196633014,5.324074074074074,3633.271441929831,16.83166599494777,19.44858604289828,10.734539869334643,48.622897607359874,96.10346505202625,89.75869663598012,61.85869298440269,140.00526000181264,12.15601914033834,25.59054890205466,178.92764749911913,54.06913080120905,83.65268688196392,34.14402701017532,35.984406528606186,32.19767037546799,58.62244693336839,1051.2085061485616,81.11174211875424,10.398148148148149,46.67469856809585,8.37962962962963,15.152552531278651,40.68371419977194,107.0524943514628,65.56541346216362,4.638888888888889,37.04375565344819,22.1661197563386,3.064814814814815,74.74806252753437,7.972222222222222,114.41667998617129,117.4402683741375,142.2375104153344,83.27813195434335,80.6672270777078,31.50383072612553,10.435185185185185,29.8949273107203,0.0,4.37037037037037,250.53219311945634,10.916666666666666,9.61111111111111,47.14558729945869,52.22833769613911,31.0741363384767,57.13529622468836,28.560449597796904,66.99562514268051,52.38453530041861,21.916671602064756,6.4907407407407405,71.14345984464731,98.79653405351458,45.41272005743583,108.67272758148837,57.20793110786944,502.15917617056033,10.277777777777779,221.20675441402187,6.601851851851852,4.925925925925926,117.83704837713728,84.31806945685561,73.17972833530823,41.4627303742274,13.461949249404741,44.138377821285346,141.06648153048346,18.110872389008648,79.22798351185332,44.47975408564466,34.97252935696166,40.01017982302052,13.827016500705113,23.545222149190668,68.44864187247107,127.79121138082502,359.67552855552856,3.6481481481481484,74.59998058768286,26.189971062646773,56.370753087708835,7.037037037037037,20.905116886322123,122.333089274767,74.13027728373655,449.458505934535,22.624248320287432,36.47867150858212,2.675925925925926,78.09365798334811,22.21939854566908,19.431678270368884,9.098654401390236,6.648148148148148,11.324074074074074,28.766507942542532,2201.23464811143,99.04781757623766,12.707999598410685,25.11532701836308,4.824074074074074,62.22874426148359,493.55317361761297,68.71767843584999
Mandaeism ,8.325786268159138,44.956374540786655,28.083878831792283,520.1647578682906,41.69525689742082,32.11121141301287,79.74078852890432,4.435185185185185,6.12037037037037,100.01261109838404,25.4342249237013,27.496157164980676,5.824074074074074,33.57786975343327,35.20360544235581,5.601851851851852,25.90859694788831,56.86754240883739,105.93255976366792,37.68055396164999,28.094004569979962,10.940400305145275,26.586421402607243,108.51617588759034,6.12037037037037,110.49150699180925,18.93991465833049,12.672401100440926,6.769153821139996,4.564814814814815,21.87930837816428,5.87037037037037,91.52820545389908,4.898148148148148,2745.601314274701,8.541317004944053,13.52893960373722,5.963234530480001,31.744831903202968,73.32528526417825,55.33124815690052,64.71849949296437,117.3845462232043,7.234708855845638,13.389844248966048,137.24644613266707,38.74116817957957,65.38100201494628,16.839265265452624,19.860254518574965,16.003056883490515,43.75945943270747,908.7477311076744,71.39319497191097,5.694444444444445,23.650158179966244,4.694444444444445,9.193298043088781,29.457399161170702,70.22187748458292,43.348732416975686,4.861111111111111,19.61876399540526,13.194698503183728,1.7314814814814814,59.57808958908774,4.87962962962963,60.9876866588324,68.12922498035738,112.28911103432094,60.94133621238562,66.32362886722788,12.670076175372484,5.9907407407407405,22.416590673849672,4.37037037037037,0.0,97.09816024373153,6.157407407407407,5.703703703703703,28.516774742015333,44.47924239370801,18.676548567824256,41.22476590732705,18.10745917631768,63.9361831884588,35.803109314051305,13.706039362921963,5.101851851851852,41.546411983783884,88.50772604868004,25.661627083011407,88.28572482172102,38.63273870254308,341.19411998209506,6.518518518518518,184.52285439994998,4.416666666666667,5.444444444444445,113.89281655236321,64.27812047201098,81.30208251043814,32.27073574916579,6.425747863247862,28.844541605300968,75.25939696723225,11.140715610450231,59.89089736285616,29.535916851244334,25.167532567549397,25.939604015262447,6.484999901784606,13.999177096733726,47.13346096077935,77.96085422501775,227.59344715885837,5.333333333333333,48.22249696248812,14.134835106428659,52.23630854922477,4.888888888888889,19.73773534990948,58.94878444376844,54.903683536115096,431.2403534124889,14.72230960781254,24.095314577044533,4.324074074074074,43.283799889520594,16.23131682295379,11.333294741051064,6.973391099752752,6.814814814814815,6.787037037037037,22.692533047391652,1637.9933362788058,87.91259368795885,10.080268128202047,12.785055978067355,4.601851851851852,45.02229477330919,291.36900064767946,34.23962729520875
Maronite Church ,62.382845362940856,8.233363396818888,10.856325129786045,18.93177809141453,39.29013792659035,32.15891159590416,10.826291770808169,60.26765714602156,335.8000509458903,7.192669826064551,65.63788978862839,22.561365463675585,37.379673268228174,28.814844600405582,6.341146997171893,36.90908819603962,14.199672365148935,25.899865944094024,19.799077441771974,4.818826706221175,4.404243120500984,21.389452731870897,28.127499391117222,9.598624542312905,63.004644977140806,11.695927119982677,200.05354589920287,89.1465882910686,41.059997320727945,17.662311325880875,13.888450579009023,198.19426986294363,25.1953224098708,147.61341454260742,36.90825410689046,19.832904235980465,35.39764137898838,32.747602577599956,11.446770019100867,3.6237098174885296,1.859352278534088,9.248955111439303,12.073330498068344,16.083021234136034,83.4925593545012,4.142790018327549,5.531330506864389,6.563607108985587,12.51900210316612,7.722243762769052,15.172881373801491,5.161725543843908,21.266389786308178,16.082856292135975,45.244631371877034,28.408539168132073,60.80181797817565,54.033423599290465,6.802942129150515,6.911054503456882,24.049416228800972,69.52643102764013,59.098075888106344,16.34694927662277,144.0780293910884,8.231290792241483,21.52891183286516,5.388175517528603,27.779196907230897,17.37365768506986,5.563080339883769,10.876431242378223,13.538344924583638,48.64493738340021,22.651512238962503,250.53219311945634,97.09816024373153,0.0,254.82941439143804,55.22799198130858,43.50989895435795,15.825607757289468,95.66264734633192,11.586906536700015,15.768470848041934,9.235663996378886,7.408789296869242,35.593529583552225,128.50855272732713,4.260017323605635,4.643077571980755,3.2719296749557096,8.71062708601937,3.507681561881837,17.185706184233137,54.23681443677535,10.839384386051163,24.982412976884458,148.35889631447432,12.15591138062564,7.5623617256071265,10.345895499849494,8.465620391746667,31.146450672185598,20.695049544930367,10.512419384478607,75.66670832277016,8.344549697591871,4.109641276393908,28.958347914962722,32.95177962985285,32.45130980754485,4.683086406763,6.585684144821791,29.583796026158073,27.155404221715067,95.42429666560827,7.107946330690981,10.412297513508443,8.678828640902363,26.32566686335922,30.369180989170317,3.7035120457484134,6.194292189500857,8.994913177631808,17.21010326890006,32.10046896597175,121.59440113377939,20.145162562967627,22.384314557345196,25.964555117226272,95.7540326563091,355.57735612400364,196.41120778441393,28.958540862265178,23.22989000054739,11.666132693192607,40.13207348717944,14.258550822557527,78.71122987380004,11.282085056911162,16.226918383111016,30.63906520761789
Members Church of God International ,12.800562560966771,53.69911400841335,72.42950234449644,1049.5025800410797,71.42987894537451,70.26198840613357,220.239203899431,9.296296296296296,9.444444444444445,286.4304970684013,42.155612358257905,47.64489264548265,9.74074074074074,69.57056931393896,56.425114540791185,10.518518518518519,54.39997330939556,110.7437205710995,179.7631463930391,118.89867308018881,63.805728535563055,33.193008141774804,51.8426619162916,290.0546978430658,9.314814814814815,309.64568917519756,28.04568448120174,21.90397698503516,17.83753307165586,7.092592592592593,52.71187615109202,13.842592592592593,216.53936087371872,11.61111111111111,6349.99374126128,14.086586009089094,27.28517225237408,13.74062572852895,100.64710107130678,238.98252429329168,163.87484134513633,276.2100529281668,332.949271252604,13.589094970160106,19.824597560434157,173.79806770404014,122.77004227627896,163.85354315002095,34.164016882252774,66.85208512762868,51.635127365914045,85.74709142796871,2099.225143708649,173.88065724495664,9.38888888888889,52.377878104364214,7.555555555555555,16.05070759255148,75.36021973558806,185.02712487134573,123.8628424726011,12.351851851851851,52.07401631178891,23.58639180720349,4.7592592592592595,52.53111264520939,8.518518518518519,152.29644560902193,120.3931230382583,273.5723861289148,130.38529232751037,182.69945259199838,35.905839734515595,10.351851851851851,88.5146236442864,10.916666666666666,6.157407407407407,254.82941439143804,0.0,7.935185185185185,47.196160735663035,156.198499215802,29.111652227477382,86.99085958059688,64.19969892353991,257.8761154771515,101.80857049778693,43.06235919185146,12.462962962962964,93.98168435461649,308.6654810013658,74.84329022310573,241.0169085695341,95.63306554082932,649.7163303480686,11.453703703703704,503.1506174794292,10.148148148148149,8.50925925925926,327.81973890827436,173.84646949390768,322.92830713353624,88.40387501958347,11.689542942336002,61.61818136136529,187.47949834499727,18.772205728858953,161.32794768771248,93.09342621307927,81.77630469362269,53.25937876461928,11.832063671765399,32.203063352160335,92.36227587189875,166.92395944466358,544.0343080995,11.046296296296296,158.025096833301,34.26949439195131,99.90150548936059,8.175925925925926,65.17842596410553,131.70127138723868,182.9408315057979,1152.17363906848,33.30511968477714,61.638094957441744,14.018518518518519,86.74172389111739,43.65554275704284,19.487616580924513,18.88211649299446,6.731481481481482,7.0,60.0364892542208,3765.922789496535,205.77937662103574,38.49745243360894,20.866376996109064,11.61111111111111,149.4632950179852,666.757743959377,86.9012586832723
Mennonite Brethren Churches ,1.081327402755974,5.062360822358566,15.555905210577494,244.19323062034468,21.864348554430336,13.506974213851699,16.433310275548497,2.4537037037037037,6.25,8.844755150254707,10.917314372115687,5.187730878159482,1.4166666666666667,6.603437189998573,6.75542808236437,3.75,3.7942095883669356,17.22983258660735,25.66468133241171,9.439335499019759,7.313667635378196,8.002419609700441,9.753830023659672,11.360663325837235,2.6203703703703702,36.58382113809803,8.374923006736562,6.9336198809493155,6.377962671295983,0.9537037037037037,6.672486079465829,7.055555555555555,49.49992478188277,4.342592592592593,563.6171856968479,1.9166800729300728,4.026146959012216,2.64584673959674,10.426383244762361,8.554563827328074,26.544945984293275,17.66251465416205,13.288504724414866,2.042391636141636,9.328446586110402,4.337547221796645,12.276214316906085,8.014818692205798,3.550119049161324,9.960790923883621,6.901085592251466,4.996099501047106,156.21987668018394,15.779376644728334,0.9537037037037037,6.26392021995464,1.6203703703703705,2.9882660732551765,7.674875334943753,8.932308511587324,19.73378402422115,6.194444444444445,16.25063155226147,2.7545740910215244,4.398148148148148,7.288250355174223,0.7685185185185185,6.939946826174819,21.903517802832297,24.587171967850626,6.4423144637344345,15.638605996952627,6.223176633048305,3.1018518518518516,10.89955745479216,9.61111111111111,5.703703703703703,55.22799198130858,7.935185185185185,0.0,10.949335588472517,13.512268633206736,8.115872695341379,6.378838069981081,6.887119093191744,14.00423515749422,7.195952215413861,8.438431522258256,4.453703703703703,6.601873152979005,11.410107493768999,9.266710590076057,10.440814390372381,6.104175563611616,158.07157894981646,3.2037037037037037,15.583709186352163,2.3981481481481484,4.185185185185185,17.89953837510654,9.311839069914072,22.140035471654894,5.0109426289236545,1.362703634085213,14.535277775128312,15.948958059078784,4.392665130568356,9.701247804597799,10.336581841663733,11.594718932074409,12.758851007193972,2.0755594916779128,11.160371107498381,5.754258961184907,45.85438013550179,47.726852261018,5.703703703703703,8.038699038401658,9.092787797337397,8.127754225527786,1.3148148148148149,14.467727439567849,5.6594448882352815,12.55174674295043,69.19979503493356,8.412396981690526,7.433738113123461,8.101851851851851,13.771871405519256,7.246762059892462,2.677322830563359,6.565490545353401,5.925925925925926,1.5462962962962963,13.227075693175786,329.1309088401462,27.155952576500347,12.006076969081253,1.6932116719958321,4.5092592592592595,11.497728171157954,142.2528230527027,11.51974739102812
Mennonites ,10.108057027128384,14.695924945490159,36.36569260774098,8.937743966405755,5.803799578639042,2.9115698621803525,8.523364097539325,17.109295795326368,29.594112989860015,75.22168657583768,1.3998506304162373,3.979874406576094,13.990476391759062,4.430419371561667,7.038131089534104,21.365978999618974,5.067732671961824,3.760369512735711,6.609467922103784,12.283395331966622,18.386802750297615,14.558961850282945,6.394472454814822,21.04124868128052,21.6598795074659,39.2561977106927,12.63603063379527,2.3725072276204027,16.979270521481055,14.522817395758464,13.357512466974244,38.08979330571492,7.974870256349832,27.759445718890223,22.201861946967956,11.267873302660908,10.097554132798667,12.75272815495794,16.0021202998696,47.343763333230605,18.199247477100855,40.291418043491966,8.768801273030848,15.365998301787052,17.531671670684823,43.81752181043531,47.2899370058269,8.378491293920693,11.877216343070522,26.075760939742977,14.61625885877022,18.196645137743545,30.614141653337285,8.44593610023788,12.503592558177841,8.307212735734572,13.417261141496681,12.426615258782157,22.979482172623392,7.006423180234048,18.167164089326917,27.485313861136383,7.371823138508803,8.146560802335106,27.457638551714147,7.118611845092949,11.285553191478831,7.473301356375919,1.4753758632529599,3.781680591860692,8.019419584762485,6.259798786238182,17.0932172445494,15.991875252631443,8.791504399701843,47.14558729945869,28.516774742015333,43.50989895435795,47.196160735663035,10.949335588472517,0.0,9.379804098970402,4.843599680667664,6.776187516064321,10.414363738828875,30.20875267574739,14.522475295943407,12.421618635552395,24.917456872424275,25.511216671559556,43.71978881444339,45.508248264657745,7.612751938890207,19.298129982783834,13.156639094473364,17.19812129175992,8.394882540213356,12.614422162723294,28.590007316698912,11.662068762179812,7.452919175037882,58.61779275183284,13.905401156128718,11.959983052316057,21.94066558486045,18.5216091974498,4.135598939348678,6.114702618760272,36.25067169508046,8.895363647591855,7.898931230340481,11.491983900342762,69.96059186203841,6.209878891292814,5.738129337804154,29.63204028792604,30.85379066330904,6.1724398670814,22.31109975488789,16.613118518105964,15.143682166549873,12.678861147459985,68.28774229851999,25.914711340786035,10.154907336677221,17.630133107742463,7.432139579845463,37.973179074315155,19.54692244622376,13.913971995730517,6.306187320285949,11.147662880771001,39.03035007804683,20.88196614475835,17.72933750986174,7.093993170180506,34.34926378458948,14.172624919999816,9.464065907083242,23.337073226633727,19.30354529142904,11.925927706800156,4.692131058489723
